Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,valence_bin,speechiness_bin
29472,6evpAJCR5GeeHDGgv3aXb3,Burial,Untrue,Archangel,50,240426,False,0.604,0.851,1,-10.117,1,0.166,0.457,0.548,0.114,0.553,135.125,4,dubstep,0.5-0.6,0.1-0.2
29475,6b6HudhUkFIvlDjyuhiEBE,Sikdope;LOUD ABOUT US!,Slow It Down,Slow It Down,48,188800,True,0.534,0.904,11,-4.159,0,0.0712,0.00541,0.647,0.158,0.0999,149.883,4,dubstep,0.0-0.1,0.0-0.1
29477,3Co9QY7WBNKoS44Nsk93r6,Kayzo;Sullivan King;Papa Roach,DOMINATION,DOMINATION,53,168800,True,0.506,0.993,1,-1.343,1,0.207,0.000138,0.843,0.446,0.47,149.987,4,dubstep,0.4-0.5,0.2-0.3
29483,6MDBkIEBEodrBPG5CPb8IG,Porter Robinson,Nurture,do-re-mi-fa-so-la-ti-do,47,214930,False,0.562,0.602,5,-10.032,0,0.0334,0.0958,0.579,0.136,0.695,172.065,4,dubstep,0.6-0.7,0.0-0.1
29488,2SW0q2M7fYw27ZZmxGGToo,Zomboy,Desperado,Desperado,48,233046,False,0.721,0.976,10,-2.326,0,0.11,0.0379,0.548,0.155,0.0665,128.034,4,dubstep,0.0-0.1,0.1-0.2
29499,6NWEQmLBJ1G9rnv1jCZp8Z,Titus1,Vortex Club,Vortex Club,27,200000,False,0.51,0.97,2,-1.239,1,0.124,0.000118,0.698,0.102,0.0593,74.997,4,dubstep,0.0-0.1,0.1-0.2
29503,3EqfkwoSbO6qnn6Agw085M,Porter Robinson;Amy Millan;ODESZA,Worlds (Remixed),Divinity - ODESZA Remix,49,326266,False,0.374,0.803,11,-6.056,0,0.0465,0.00688,0.617,0.0778,0.222,180.024,4,dubstep,0.2-0.3,0.0-0.1
29508,7KhPHo1KWoA7AMOedW5Pw1,Excision;Space Laces,Apex,Rumble,43,282834,False,0.312,0.892,4,-2.529,1,0.0666,0.000209,0.809,0.101,0.033,112.639,3,dubstep,0.0-0.1,0.0-0.1
29512,1XoMhaVxtcVukieSHOpBtn,Skrux,You & Me - Single,You & Me,47,252590,False,0.335,0.888,0,-5.395,0,0.0887,0.14,0.604,0.171,0.149,139.77,4,dubstep,0.1-0.2,0.0-0.1
29535,2lNFWUrxuNaQsf5I1pDTPr,Porter Robinson,Worlds,Sea Of Voices,47,298980,False,0.215,0.437,2,-8.103,1,0.0309,0.206,0.576,0.0696,0.0445,127.595,4,dubstep,0.0-0.1,0.0-0.1
29539,4L1YNydoXxdghlcty6TCV1,Bear Grillz;Kompany,Red Alert,Red Alert,43,166666,False,0.579,0.999,11,-0.784,1,0.129,0.018,0.521,0.319,0.427,144.047,4,dubstep,0.4-0.5,0.1-0.2
29547,4PTIAmRG2ckFNySN9FArFv,Tritonal,Tritonia 399,Adelphi '88 (Tritonia 399),46,262873,False,0.536,0.966,9,-5.94,0,0.0386,0.00122,0.62,0.416,0.162,125.987,4,dubstep,0.1-0.2,0.0-0.1
29551,7dYjEwbLJ1B5reoz3lWra0,Burial;Four Tet,Nova / Moth,Nova,53,342000,False,0.675,0.759,6,-13.982,0,0.0543,0.516,0.934,0.372,0.129,127.991,4,dubstep,0.1-0.2,0.0-0.1
29573,32RMUk7XdhMBDsq8khSYdC,Eptic;Carnage;Breaux,Never Say Die Vol. 4,The End - Carnage & Breaux Remix,41,133985,True,0.731,0.943,4,-5.043,1,0.0688,0.00305,0.586,0.732,0.0335,139.894,4,dubstep,0.0-0.1,0.0-0.1
29580,1bI9jePC8sxwC8wGtCDCqR,ILLENIUM,Awake,Taking Me Higher,41,164888,False,0.404,0.579,9,-6.815,1,0.0267,0.776,0.831,0.101,0.0693,98.065,4,dubstep,0.0-0.1,0.0-0.1
29583,4g1dMXihqGqrl3LCyvnXhb,Rusko,Everyday,Everyday - Netsky Remix,50,251669,False,0.363,0.934,2,-5.034,1,0.0485,0.000341,0.777,0.329,0.132,173.965,4,dubstep,0.1-0.2,0.0-0.1
29597,1nPfUuE8XYrnsaToI81yyO,Sarantis,"Collection, Vol. 1",Epihirisis Apollon,26,194720,False,0.778,0.672,9,-8.284,1,0.0286,0.599,0.743,0.109,0.707,102.162,3,dubstep,0.7-0.8,0.0-0.1
29618,2AZABydMAEODxHCQDEhdWh,Justin Jet Zorbas;Inum,Eternal Flow,Eternal Flow,43,161999,False,0.559,0.675,4,-12.817,1,0.0405,0.89,0.732,0.103,0.323,102.99,4,dubstep,0.3-0.4,0.0-0.1
29619,72VyFG8WRK6CeV3ToXccOm,Just A Gent,AUTOPILOT,SUB ZERO,53,194050,False,0.795,0.902,11,-5.85,0,0.101,0.0479,0.662,0.271,0.15,130.023,4,dubstep,0.1-0.2,0.1-0.2
29624,5kc94sZMpuzSZdbfiCr0gh,Tristam,I Remember,I Remember,53,236741,False,0.559,0.641,6,-9.4,0,0.0306,0.00595,0.501,0.0519,0.0376,109.964,4,dubstep,0.0-0.1,0.0-0.1
29627,0onLNYV4aYuSQb8wPxR0O0,Tritonal;Marlhy,Back To My Love,Back To My Love,46,401951,False,0.61,0.924,10,-6.062,0,0.0614,0.00208,0.517,0.241,0.0802,123.032,4,dubstep,0.0-0.1,0.0-0.1
29640,2gFWRRNYsEe4h1zOEiVWrv,Far Out,Bridges in Time,Overdrive,39,260232,False,0.35,0.909,3,-4.638,0,0.0667,0.0015,0.904,0.191,0.343,171.907,4,dubstep,0.3-0.4,0.0-0.1
29641,0ZKOjWGqV7vHl9WKOtDb5V,Zeds Dead;DROELOE,We Are Deadbeats (Vol. 4),Stars Tonight,54,173413,False,0.64,0.877,8,-5.486,0,0.0781,0.139,0.764,0.186,0.477,155.054,4,dubstep,0.4-0.5,0.0-0.1
29663,3HPPcZ9oK7yGmy5vn7OMLC,Dirtyphonics;Sullivan King,Vantablack,Hammer,51,197333,False,0.486,0.878,0,-3.068,1,0.151,1.52e-05,0.533,0.124,0.205,180.008,4,dubstep,0.2-0.3,0.1-0.2
29669,6v7Q2q1qJnrQLYtq65C4oS,Animadrop,Nobody Like Me,Nobody Like Me,39,294750,False,0.334,0.794,10,-5.019,0,0.219,0.0499,0.804,0.131,0.0772,75.862,5,dubstep,0.0-0.1,0.2-0.3
29674,32f2uFt0uqdrdtZC3jGejk,K-NINE,"Bassweight Records: Syndicate, Vol. 3",BLOCK,43,153931,False,0.685,0.892,2,-1.43,1,0.0395,0.0018,0.684,0.107,0.0702,144.988,4,dubstep,0.0-0.1,0.0-0.1
29719,1K6gyNdEjiap8P5IBELG6t,Rameses B,Children,Children,49,204310,False,0.467,0.942,1,-3.122,1,0.0401,2.47e-05,0.934,0.148,0.235,173.984,4,dubstep,0.2-0.3,0.0-0.1
29724,2yPhGXiLZJrzqy6v7Km4WQ,Far Out,Origin,Origin,41,193591,False,0.319,0.865,2,-3.7,1,0.107,0.19,0.699,0.0823,0.164,153.962,4,dubstep,0.1-0.2,0.1-0.2
29725,5n61zg8XyBFQOYnWscosYZ,Arkana,Ein Sof,Ein Sof,42,238344,False,0.492,0.884,1,-5.529,0,0.0308,0.00462,0.774,0.193,0.161,144.998,4,dubstep,0.1-0.2,0.0-0.1
29737,2GhwDDUHbfHF6YOwm9xilY,FelMax,Chapel,Chapel,38,201562,False,0.601,0.956,2,-3.759,1,0.0349,0.000395,0.877,0.242,0.0389,127.993,4,dubstep,0.0-0.1,0.0-0.1
29754,33GiPCZF3WRncZ98s1zrmM,Subtact;Jay Rodger,Burden,Burden,40,225000,False,0.55,0.285,7,-16.903,1,0.0343,0.72,0.516,0.0986,0.0472,89.968,4,dubstep,0.0-0.1,0.0-0.1
29782,5zRljvpgY1elGsc18Qp3tC,ILLENIUM;Said The Sky,Fallen Embers (Deluxe Version),I See You,38,345436,False,0.252,0.441,6,-7.606,0,0.0827,0.0528,0.735,0.113,0.0519,205.903,4,dubstep,0.0-0.1,0.0-0.1
29783,75bbJMLDvW4wYA6hJZkGpQ,Sikdope,Snakes 2022,Snakes 2022,43,142928,False,0.757,0.951,4,-3.541,1,0.0822,0.0117,0.716,0.81,0.225,140.043,4,dubstep,0.2-0.3,0.0-0.1
29798,2rERUk5OXyi7VClesHrjHO,Tisoki;Cajama,Feelings,Feelings,39,161250,False,0.844,0.92,11,-2.799,0,0.102,0.00945,0.84,0.306,0.624,127.96,4,dubstep,0.6-0.7,0.1-0.2
29800,4dAQGQETg8n4BKl1ahUHYq,phonon,polyriddim,polyriddim - Original Mix,40,226285,False,0.753,0.877,1,-2.826,1,0.0572,0.00812,0.848,0.0943,0.147,122.927,1,dubstep,0.1-0.2,0.0-0.1
29815,0vOhrlR0zF6sbQs5TxuAUZ,Papa Khan,I GOT YOU,I GOT YOU,35,167545,False,0.391,0.607,6,-2.876,0,0.0589,0.00104,0.732,0.266,0.141,149.361,4,dubstep,0.1-0.2,0.0-0.1
29816,5oslaeVoAfbVvtDtB91wVC,Kozah;OMAS,I Know,I Know,31,206400,False,0.406,0.871,9,-6.496,0,0.0914,0.000718,0.539,0.375,0.188,149.957,4,dubstep,0.1-0.2,0.0-0.1
29825,5VQdYgOMD5DunteeIWztZs,Blackmill,Miracle,Miracle,48,356091,False,0.541,0.586,9,-10.596,1,0.0283,0.184,0.681,0.128,0.198,138.014,4,dubstep,0.1-0.2,0.0-0.1
29829,6eRPYyh1EPRqDhgb3Nardw,Blackmill,Miracle,Spirit of Life,49,375433,False,0.537,0.596,5,-8.481,0,0.0343,0.276,0.77,0.358,0.109,140.026,4,dubstep,0.1-0.2,0.0-0.1
29836,6EewZeAvESPmnCSoGrCcZc,Sully;Tape B,Encrypted,Impulse,23,167988,False,0.368,0.951,11,-4.43,0,0.194,0.0244,0.567,0.638,0.115,142.027,4,dubstep,0.1-0.2,0.1-0.2
29843,1v4wTGL3HAAUDcLjJXiQWG,Extra Terra,Convergence 2045,Cyberpunk,42,218259,False,0.597,0.92,11,-4.524,1,0.0553,0.000247,0.844,0.109,0.135,101.975,4,dubstep,0.1-0.2,0.0-0.1
29844,7FpIMzAcJ5vYiC2YjnqOZX,SLANDER,Thrive,Before Dawn,41,358999,False,0.686,0.825,0,-4.799,0,0.036,0.000442,0.827,0.188,0.0841,129.985,4,dubstep,0.0-0.1,0.0-0.1
29863,6KSO9fEKv59yrDABy2Mjtb,Azedia,Ancient Fire,Shaman,33,341612,False,0.615,0.721,9,-11.35,0,0.0302,0.0935,0.874,0.151,0.152,124.0,4,dubstep,0.1-0.2,0.0-0.1
29868,6TuekB2PqoPVLFtvoNToWS,Brondo;Tyro,Concrete Jungle,Oxymoron,37,203586,False,0.632,0.97,2,-1.534,1,0.0603,0.0088,0.85,0.313,0.195,144.928,4,dubstep,0.1-0.2,0.0-0.1
29875,4Y4clPf2fpTKSGYHgtXThH,Wayr,Lilysse Vol. 1 - Bloom,Silent Mountain,40,180014,False,0.478,0.428,8,-18.998,0,0.0435,0.0763,0.904,0.118,0.08,126.025,4,dubstep,0.0-0.1,0.0-0.1
29883,6iMAY70a8jzTLqnWZkLhBL,PhaseOne,Dead Line EP,Inevitable Outcome,40,218482,False,0.55,0.918,10,-2.776,0,0.0693,0.000487,0.886,0.642,0.0472,108.078,3,dubstep,0.0-0.1,0.0-0.1
29886,09cjJ0fVtux99nzWkbcJJj,Varien,Pick Your Poison Vol. 01,Future Funk,36,122035,False,0.653,0.88,8,-7.711,0,0.129,0.0308,0.622,0.0813,0.227,100.042,4,dubstep,0.2-0.3,0.1-0.2
29889,1RgDgUyz0LmD6hXi5Rwkwa,Virtual Riot,Save Yourself EP,Wallmonger,38,268800,False,0.63,0.955,1,-2.268,1,0.102,0.00144,0.508,0.121,0.499,150.083,4,dubstep,0.4-0.5,0.1-0.2
29893,1v4wTGL3HAAUDcLjJXiQWG,Extra Terra,Convergence 2045,Cyberpunk,42,218259,False,0.597,0.92,11,-4.524,1,0.0553,0.000247,0.844,0.109,0.135,101.975,4,dubstep,0.1-0.2,0.0-0.1
29920,5lyyezhTRF3zT5aIzBEDo4,Rogue,Badlands,Badlands,45,197527,False,0.459,0.903,6,-3.138,0,0.066,0.00239,0.537,0.181,0.694,175.107,4,dubstep,0.6-0.7,0.0-0.1
29924,46VgwcEKnjPCcSEsJ5fWY2,Control Freak,Sable Valley Summer Vol. 2,No Chill,39,178285,False,0.593,0.937,1,-6.703,0,0.0566,0.000397,0.628,0.302,0.0333,139.933,4,dubstep,0.0-0.1,0.0-0.1
29926,2uA2UMcHR5gztUSECJjK8k,ILLENIUM,Awake,No Time Like Now,42,123380,False,0.541,0.564,10,-5.027,0,0.0448,0.154,0.878,0.0967,0.203,71.008,4,dubstep,0.2-0.3,0.0-0.1
29928,43djyGEvUsYRphVLkWk6kL,Izzy Vadim,Swamp,Hello,36,205241,False,0.631,0.839,10,-0.381,0,0.143,0.0431,0.758,0.153,0.318,144.607,4,dubstep,0.3-0.4,0.1-0.2
29930,5XFNxeWhhpNc0175JKydLD,Zomboy,Never Say Die Vol. 4,Like A Bitch,42,227200,True,0.595,0.977,6,-1.193,1,0.0917,0.000391,0.768,0.27,0.427,149.984,4,dubstep,0.4-0.5,0.0-0.1
29932,4SUnxWnasSefW46IHJycXj,Far Out,Contact,New Beginning,40,241766,False,0.469,0.741,8,-6.445,1,0.0885,0.00309,0.93,0.185,0.0704,140.038,4,dubstep,0.0-0.1,0.0-0.1
29939,0U2kKdAIqSD83fnFnUqd2Y,Manila Killa;Panama;The Knocks,Sleepless (The Knocks Remix),Sleepless - The Knocks Remix,39,208973,False,0.689,0.767,7,-6.981,0,0.0381,0.00111,0.748,0.123,0.306,123.032,4,dubstep,0.3-0.4,0.0-0.1
29953,22qjFE1QRjenJKkd7FFGHv,MARAUDA,SHIT VOL. 1,HAZE,43,163124,True,0.426,0.835,8,-7.72,1,0.0453,0.000195,0.766,0.105,0.0343,139.947,4,dubstep,0.0-0.1,0.0-0.1
29956,4WRSAREjHbW6vc5WCfOiVL,Excision;Akylla,Virus,Drowning,49,229714,False,0.203,0.742,5,-2.261,0,0.0371,0.000762,0.865,0.336,0.163,139.774,4,dubstep,0.1-0.2,0.0-0.1
29967,1b7E37BQouTJc7nf1HbIar,Subtact,Tunnel Vision,Tunnel Vision,45,265030,False,0.532,0.886,0,-4.921,1,0.176,0.00111,0.511,0.303,0.544,163.036,4,dubstep,0.5-0.6,0.1-0.2
29970,7ykMS6DBrx2yVP6izrS2KR,Ray Volpe,Feeling This Way,Feeling This Way,45,207200,False,0.52,0.958,1,-3.674,1,0.049,8.88e-05,0.561,0.135,0.167,150.031,4,dubstep,0.1-0.2,0.0-0.1
29980,3svdq1Crgj8IMezbI1K6cO,Subtronics,Scream Saver,Scream Saver,51,230400,False,0.644,0.88,10,0.91,0,0.274,0.0225,0.544,0.575,0.415,75.021,4,dubstep,0.4-0.5,0.2-0.3
29994,7sl9yknSv01LGm7GXSur1L,Virtual Riot,Save Yourself EP,Hysteria,35,243200,False,0.414,0.975,1,-2.331,1,0.27,0.00741,0.871,0.191,0.206,150.063,4,dubstep,0.2-0.3,0.2-0.3
29995,7beAh9FEDhV8VUQ39fwDyf,Ray Volpe;Soltan,Elbow Grease,Elbow Grease,39,213600,False,0.594,0.992,1,-1.8,1,0.0677,0.00311,0.693,0.17,0.417,150.052,4,dubstep,0.4-0.5,0.0-0.1
29997,2p4Y8c7O0Tm48Zk6IAWcTo,SLANDER,Thrive,Second Life,41,376615,False,0.706,0.857,6,-7.419,0,0.0397,0.00435,0.866,0.101,0.3,129.994,4,dubstep,0.2-0.3,0.0-0.1
30066,0A3hi4R0OZhvukBOrJhesu,Zaeden,Genesis 1:1,Genesis (Intro),62,72000,False,0.345,0.68,2,-10.64,1,0.0288,0.573,0.984,0.192,0.151,100.001,4,edm,0.1-0.2,0.0-0.1
30153,5q35GiekvBr6oAsCsW8YlR,Martin Garrix,Animals,Animals,56,303040,True,0.676,0.857,1,-6.7,1,0.0391,0.00149,0.674,0.307,0.0378,128.01,4,edm,0.0-0.1,0.0-0.1
30213,3dsyqPDiWYYilRZNBxgxHE,DJ Snake,Carte Blanche,Magenta Riddim,63,194490,False,0.602,0.892,10,-3.66,0,0.0672,0.000393,0.813,0.304,0.57,102.047,4,edm,0.5-0.6,0.0-0.1
30462,3hWfKBt3n7j1xqIy6LA5ve,Vicetone;Tony Igy,Astronomia,Astronomia,68,198095,False,0.653,0.945,5,-2.634,1,0.096,0.00561,0.915,0.439,0.326,126.093,4,edm,0.3-0.4,0.0-0.1
30527,5UqCQaDshqbIk3pkhy4Pjg,Avicii,Levels,Levels - Radio Edit,79,199906,False,0.584,0.889,1,-5.941,0,0.0343,0.0462,0.828,0.309,0.464,126.04,4,edm,0.4-0.5,0.0-0.1
30550,7H7NyZ3G075GqPx2evsfeb,Mac DeMarco,Salad Days,Chamber Of Reflection,82,231723,False,0.538,0.557,11,-8.678,1,0.0914,0.262,0.914,0.102,0.506,131.03,4,edm,0.5-0.6,0.0-0.1
30574,1JAqy8JxzsmMRq5jD2Oi49,Liu;GenX,Pirate,Pirate,54,221775,False,0.72,0.781,10,-2.647,0,0.0609,0.00408,0.807,0.308,0.307,125.005,4,edm,0.3-0.4,0.0-0.1
30678,3oZoXyU0SkDldgS7AcN4y4,Dillon Francis;DJ Snake,"Money Sucks, Friends Rule",Get Low,61,212773,False,0.674,0.932,11,-4.424,0,0.0859,0.0282,0.71,0.684,0.728,101.033,4,edm,0.7-0.8,0.0-0.1
30691,4XMf6BjWH7Pme8eY4yyEZE,Dimitri Vegas & Like Mike,Rampage (Free Fire Rampage Theme Song),Rampage (Free Fire Rampage Theme Song),61,159640,False,0.571,0.757,11,-5.892,0,0.0334,0.00114,0.729,0.15,0.176,138.982,4,edm,0.1-0.2,0.0-0.1
30734,6KKskhz8aQU9uR8n1SjQFY,DJ Kantik,Our Streets,Our Streets,44,262654,False,0.812,0.598,11,-7.325,0,0.0705,0.0205,0.837,0.335,0.521,103.0,4,edm,0.5-0.6,0.0-0.1
30754,1djh7DdNiRHdGFj5ils3BN,Rompasso,Angetenar,Angetenar,54,366031,False,0.819,0.583,0,-8.751,1,0.132,0.00422,0.536,0.387,0.0535,102.904,4,edm,0.0-0.1,0.1-0.2
30766,0Xz3DTcdZI01mjKfNZrsC1,Steve Aoki;Quintino,Mayhem,Mayhem,57,157031,False,0.604,0.964,8,-4.713,1,0.033,0.00016,0.611,0.858,0.078,127.929,4,edm,0.0-0.1,0.0-0.1
30784,2tzxyUrihN6rOy3YHIHM3m,Armağan Oruç,Plevne,Plevne,42,198673,False,0.523,0.716,11,-7.017,1,0.0499,0.305,0.737,0.321,0.542,179.989,4,edm,0.5-0.6,0.0-0.1
30802,0rbbxIeycN5WGoYWryIlWx,Dillon Francis;DJ Snake,Get Low,Get Low,47,214933,False,0.674,0.936,11,-4.477,0,0.0832,0.0302,0.661,0.556,0.75,101.035,4,edm,0.7-0.8,0.0-0.1
30804,1fphZ0ZxsFBEfrXWfc18g6,Ritviz,Ved,Ved,43,180000,False,0.763,0.762,7,-7.379,1,0.0573,0.00339,0.603,0.167,0.486,107.043,4,edm,0.4-0.5,0.0-0.1
30817,7vKfym6hgeJxxyyVpiXBBX,Martin Garrix,Animals,Animals,62,303040,True,0.676,0.858,1,-6.698,1,0.0391,0.00148,0.673,0.307,0.0371,128.011,4,edm,0.0-0.1,0.0-0.1
30822,5KcKUpTEHMfcoAps9d5BvY,Deaf Kev,Invincible,Invincible,61,279600,False,0.56,0.97,5,-2.858,0,0.051,0.000154,0.718,0.0763,0.269,100.09,4,edm,0.2-0.3,0.0-0.1
30922,6LHXb1sGs72iTmpSr0603b,Martin Garrix;Breathe Carolina,Something,Something,63,163124,False,0.556,0.939,11,-5.99,1,0.039,0.00245,0.915,0.121,0.152,127.992,4,edm,0.1-0.2,0.0-0.1
30930,2tE7RudE4JHwDP2TMU0jtS,DJ Kantik,Zooo,Kul,44,161382,False,0.802,0.874,3,-1.984,0,0.0542,0.217,0.761,0.116,0.495,94.983,4,edm,0.4-0.5,0.0-0.1
30971,6AinKYxrQuioECwavX1XQn,Alesso;Sick Individuals,We Go Out,We Go Out,63,170010,False,0.411,0.929,6,-2.393,0,0.0558,0.00045,0.848,0.347,0.312,126.017,4,edm,0.3-0.4,0.0-0.1
30983,1oD31XHWUmzpciJIA2p9Bi,Tiësto;Ava Max;Robin Schulz,The Motto (Robin Schulz Remix),The Motto - Robin Schulz Remix,59,157426,False,0.551,0.889,7,-6.109,0,0.0415,0.00323,0.651,0.447,0.157,126.007,4,edm,0.1-0.2,0.0-0.1
31050,3ZCTVFBt2Brf31RLEnCkWJ,Billie Eilish,everything i wanted,everything i wanted,86,245425,False,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,4,electro,0.2-0.3,0.0-0.1
31100,4pTkDIlpFNoeWbahu8pVXW,Izzamuzzic;Julien Marchal,Shootout,Shootout,78,295308,False,0.663,0.578,2,-9.079,1,0.0687,0.312,0.906,0.109,0.553,86.986,4,electro,0.5-0.6,0.0-0.1
31201,3dsyqPDiWYYilRZNBxgxHE,DJ Snake,Carte Blanche,Magenta Riddim,63,194490,False,0.602,0.892,10,-3.66,0,0.0672,0.000393,0.813,0.304,0.57,102.047,4,electro,0.5-0.6,0.0-0.1
31406,2cGxRwrMyEAp8dEbuZaVv6,Daft Punk;Julian Casablancas,Random Access Memories,Instant Crush (feat. Julian Casablancas),76,337560,False,0.775,0.585,10,-9.516,0,0.0271,0.0422,0.619,0.077,0.518,109.942,4,electro,0.5-0.6,0.0-0.1
31452,3r44Otr6SVUja3SYsCuhVY,Izzamuzzic;Julien Marchal,Shootout (Sped Up),Shootout (Sped Up),76,242142,False,0.684,0.605,10,-8.678,0,0.0634,0.216,0.941,0.103,0.768,104.647,4,electro,0.7-0.8,0.0-0.1
31460,3hWfKBt3n7j1xqIy6LA5ve,Vicetone;Tony Igy,Astronomia,Astronomia,68,198095,False,0.653,0.945,5,-2.634,1,0.096,0.00561,0.915,0.439,0.326,126.093,4,electro,0.3-0.4,0.0-0.1
31560,38GBNKZUhfBkk3oNlWzRYd,Billie Eilish,Happier Than Ever,NDA,77,195776,True,0.765,0.373,8,-9.921,1,0.0713,0.341,0.525,0.112,0.554,85.016,4,electro,0.5-0.6,0.0-0.1
31564,0ZnwzjB40zdTZrEwPvaRqG,Otnicka,Babel,Babel,60,198962,False,0.883,0.366,2,-9.731,0,0.0706,0.14,0.915,0.102,0.397,107.998,4,electro,0.3-0.4,0.0-0.1
31605,5Q5TNh4wr6CPoXKrI2H6gx,Lucky Luke;Emie,Drüg,Drüg,57,219260,False,0.685,0.496,0,-8.382,0,0.238,0.314,0.804,0.138,0.0569,124.987,4,electro,0.0-0.1,0.2-0.3
31612,5FRIaaCcAlC3GBjqYkVBbm,Bahramji;Maneesh de Moor,Call of the Mystic,Dreamcatcher,50,462493,False,0.753,0.267,4,-12.078,0,0.0602,0.363,0.55,0.122,0.0554,129.985,4,electro,0.0-0.1,0.0-0.1
31615,3oZoXyU0SkDldgS7AcN4y4,Dillon Francis;DJ Snake,"Money Sucks, Friends Rule",Get Low,61,212773,False,0.674,0.932,11,-4.424,0,0.0859,0.0282,0.71,0.684,0.728,101.033,4,electro,0.7-0.8,0.0-0.1
31655,39PmNHf8HzUmhxrql2J6Rf,ZOH,Trippystan,Trippystan,47,180693,False,0.778,0.53,9,-7.915,0,0.13,0.0456,0.916,0.155,0.362,86.49,4,electro,0.3-0.4,0.1-0.2
31684,4KEVN3BYa8bfbSm36OyUIA,RANDALL,Wahran (Slowed),Wahran - Slowed,46,277519,False,0.386,0.796,5,-7.999,0,0.0666,0.0315,0.872,0.135,0.213,77.949,4,electro,0.2-0.3,0.0-0.1
31706,3yqoD9SYDfwvNEdU2NEpFx,Rovalio,Shuru Karein,Shuru Karein,50,146891,False,0.586,0.402,0,-10.913,0,0.0301,0.421,0.903,0.135,0.155,150.012,4,electro,0.1-0.2,0.0-0.1
31759,0rbbxIeycN5WGoYWryIlWx,Dillon Francis;DJ Snake,Get Low,Get Low,47,214933,False,0.674,0.936,11,-4.477,0,0.0832,0.0302,0.661,0.556,0.75,101.035,4,electro,0.7-0.8,0.0-0.1
31827,4XMf6BjWH7Pme8eY4yyEZE,Dimitri Vegas & Like Mike,Rampage (Free Fire Rampage Theme Song),Rampage (Free Fire Rampage Theme Song),61,159640,False,0.571,0.757,11,-5.892,0,0.0334,0.00114,0.729,0.15,0.176,138.982,4,electro,0.1-0.2,0.0-0.1
31865,4t2OeILB07eMGTXSUbMPEu,Billie Eilish,Happier Than Ever,Oxytocin,72,210232,False,0.757,0.598,11,-7.777,1,0.058,0.0904,0.551,0.15,0.18,124.951,4,electro,0.1-0.2,0.0-0.1
31868,3qG0XrOLyeHuqaSCxcAgkR,Sickflip;Mismatched,Mismatched: Season 2 (Music from the Netflix Series),Dimple,45,153290,False,0.573,0.482,6,-10.494,0,0.0347,0.83,0.785,0.11,0.193,155.002,4,electro,0.1-0.2,0.0-0.1
31874,0Xz3DTcdZI01mjKfNZrsC1,Steve Aoki;Quintino,Mayhem,Mayhem,57,157031,False,0.604,0.964,8,-4.713,1,0.033,0.00016,0.611,0.858,0.078,127.929,4,electro,0.0-0.1,0.0-0.1
31904,5ZESanTyKmIOXBu7se7z6U,Sak Noel;Salvi;Franklin Dam,Tocame,Tocame,61,157500,False,0.865,0.607,2,-8.039,0,0.0535,0.217,0.879,0.0571,0.0869,127.998,4,electro,0.0-0.1,0.0-0.1
31910,4VxaUj96W2jw9UOtKHu51p,Apparat;Soap&Skin,The Devil's Walk,Goodbye,60,256786,False,0.484,0.457,1,-13.976,0,0.0456,0.406,0.646,0.297,0.187,87.159,4,electro,0.1-0.2,0.0-0.1
31938,4R8BdwRidxAWaYyFNU00P1,Ruelle,Up In Flames,War Of Hearts,71,226216,False,0.479,0.781,9,-6.344,0,0.124,0.221,0.55,0.0964,0.258,147.961,3,electro,0.2-0.3,0.1-0.2
31946,1ABzvnkHLpLaIN7VlB00LJ,Kinky,Kinky (Remastered),Soun Tha Mi Primer Amor - Remastered,54,191000,False,0.83,0.838,6,-6.77,1,0.0776,0.0805,0.517,0.073,0.829,104.418,4,electro,0.8-0.9,0.0-0.1
32000,4pTkDIlpFNoeWbahu8pVXW,Izzamuzzic;Julien Marchal,Shootout,Shootout,78,295308,False,0.663,0.578,2,-9.079,1,0.0687,0.312,0.906,0.109,0.553,86.986,4,electronic,0.5-0.6,0.0-0.1
32006,5Q5TNh4wr6CPoXKrI2H6gx,Lucky Luke;Emie,Drüg,Drüg,57,219260,False,0.685,0.496,0,-8.382,0,0.238,0.314,0.804,0.138,0.0569,124.987,4,electronic,0.0-0.1,0.2-0.3
32007,3r44Otr6SVUja3SYsCuhVY,Izzamuzzic;Julien Marchal,Shootout (Sped Up),Shootout (Sped Up),76,242142,False,0.684,0.605,10,-8.678,0,0.0634,0.216,0.941,0.103,0.768,104.647,4,electronic,0.7-0.8,0.0-0.1
32009,39PmNHf8HzUmhxrql2J6Rf,ZOH,Trippystan,Trippystan,47,180693,False,0.778,0.53,9,-7.915,0,0.13,0.0456,0.916,0.155,0.362,86.49,4,electronic,0.3-0.4,0.1-0.2
32021,0ZnwzjB40zdTZrEwPvaRqG,Otnicka,Babel,Babel,60,198962,False,0.883,0.366,2,-9.731,0,0.0706,0.14,0.915,0.102,0.397,107.998,4,electronic,0.3-0.4,0.0-0.1
32023,3dsyqPDiWYYilRZNBxgxHE,DJ Snake,Carte Blanche,Magenta Riddim,63,194490,False,0.602,0.892,10,-3.66,0,0.0672,0.000393,0.813,0.304,0.57,102.047,4,electronic,0.5-0.6,0.0-0.1
